#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_4363	3757	6	N	N	1	*	*,4363,*
contig_211	3754	4	N	N	1	*	*,211,*
contig_5416	3753	5	N	N	1	*	*,5416,*
contig_2890	3752	14	N	N	2	*	*,2890,*
contig_1863	3749	4	N	N	1	*	*,1863,*
contig_2137	3748	23	N	N	3	*	*,2137,*
contig_5993	3744	5	N	N	1	*	*,5993,*
contig_2700	3743	4	N	N	1	*	*,2700,*
contig_4435	3743	16	N	N	2	*	*,4435,*
contig_5392	3743	6	N	N	1	*	*,5392,*
contig_7733	3743	12	N	N	1	*	*,7733,*
contig_5345	3741	5	N	N	1	*	*,5345,*
contig_5287	3739	4	N	N	1	*	*,5287,*
contig_6138	3739	4	N	N	1	*	*,6138,*
contig_6894	3739	9	N	N	2	*	*,6894,*
contig_2510	3738	6	N	N	1	*	*,2510,*
contig_807	3737	6	N	N	1	*	*,807,*
contig_4756	3736	11	N	N	2	*	*,4756,*
contig_5487	3736	8	N	N	2	*	*,5487,*
contig_6286	3736	4	N	N	1	*	*,6286,*
contig_4598	3735	6	N	N	1	*	*,4598,*
contig_7263	3735	5	N	N	1	*	*,7263,*
contig_2424	3733	24	N	Y	1	*	2424
contig_396	3733	11	N	N	2	*	*,396,*
contig_6706	3733	9	N	N	2	*	*,6706,*
contig_7319	3733	9	N	N	2	*	*,7319,*
contig_970	3733	14	N	N	2	*	*,970,*
contig_234	3731	12	N	N	1	*	*,234,*
contig_1375	3729	15	N	N	3	*	*,1375,*
contig_5789	3729	11	N	N	2	*	*,5789,*
contig_780	3728	5	N	N	1	*	*,780,*
contig_3841	3727	26	N	N	3	*	*,3841,*
contig_4744	3727	8	N	N	2	*	*,4744,*
contig_2707	3723	58	N	N	2	*	*,2707,*
contig_1493	3722	14	N	N	2	*	*,1493,*
contig_3488	3721	19	N	N	3	*	*,3488,*
contig_487	3721	6	N	N	1	*	*,487,*
contig_5829	3721	5	N	N	1	*	*,5829,*
contig_7790	3720	20	Y	Y	4	*	7790
contig_2622	3718	6	N	N	1	*	*,2622,*
contig_5774	3715	5	N	N	1	*	*,5774,*
contig_3448	3714	139	N	Y	6	*	3448
contig_5190	3714	22	N	N	4	*	*,5190,*
contig_1987	3713	4	N	N	1	*	*,1987,*
contig_3206	3713	19	N	N	3	*	*,3206,*
contig_1233	3712	6	N	N	1	*	*,1233,*
contig_3940	3711	3	N	N	1	*	*,3940,*
contig_742	3711	5	N	N	1	*	*,742,*
contig_5008	3710	10	N	N	2	*	*,5008,*
contig_4537	3709	3	N	N	1	*	*,4537,*
contig_198	3707	20	N	N	5	*	*,198,*
contig_2905	3707	22	N	N	1	*	*,2905,*
contig_4847	3707	13	N	N	2	*	*,4847,*
contig_6560	3707	10	N	N	2	*	*,6560,*
contig_5110	3706	7	N	N	1	*	*,5110,*
contig_524	3704	4	N	N	1	*	*,524,*
contig_7025	3704	6	N	N	1	*	*,7025,*
contig_531	3703	19	N	Y	3	*	531
contig_6763	3702	3	N	N	1	*	*,6763,*
contig_5516	3699	3	N	N	1	*	*,5516,*
contig_7924	3699	10	N	N	1	*	*,7924,*
contig_8051	3699	8	N	N	2	*	*,4850,8051
contig_7442	3697	16	N	N	4	*	*,7442,*
contig_1116	3693	6	N	N	1	*	*,1116,*
contig_6313	3693	6	N	N	1	*	*,6313,*
contig_2546	3691	7	N	N	1	*	*,2546,*
contig_3880	3691	4	N	N	1	*	*,3880,*
contig_7980	3691	17	N	N	2	*	*,7980,*
contig_2893	3689	5	N	N	1	*	*,2893,*
contig_2821	3687	13	N	N	3	*	*,2821,*
contig_2750	3686	13	N	N	1	*	*,2750,*
contig_4019	3685	6	N	N	1	*	*,4019,*
contig_7709	3685	21	N	N	2	*	*,7709,*
contig_5876	3684	7	N	N	1	*	*,5876,*
contig_923	3684	3	N	N	1	*	*,923,*
contig_6813	3681	9	N	N	2	*	*,6813,*
contig_5195	3680	6	N	N	1	*	*,5195,*
contig_2625	3678	4	N	N	1	*	*,2625,*
contig_2451	3677	4	N	N	1	*	*,2451,*
contig_4176	3677	7	N	N	1	*	*,4176,*
contig_1273	3676	10	N	N	2	*	*,1273,*
contig_813	3675	16	N	N	1	*	*,811,813,1262,1264,*
contig_8041	3674	20	N	N	5	*	*,8041,*
contig_3005	3671	4	N	N	1	*	*,3005,*
contig_4621	3671	3	N	N	1	*	*,4621,*
contig_3157	3670	4	N	N	1	*	*,3157,*
contig_5141	3667	10	N	N	2	*	*,5141,*
contig_6381	3666	3	N	N	1	*	*,6381,*
contig_7945	3665	7	N	N	1	*	*,7945,*
contig_4952	3664	9	N	N	1	*	*,4952,*
contig_6339	3664	6	N	N	1	*	*,6339,*
contig_3105	3663	5	N	N	1	*	*,3105,*
contig_453	3662	12	N	N	2	*	*,453,*
contig_8083	3662	5	N	N	1	*	*,8083,*
contig_6851	3660	3	N	N	1	*	*,6851,*
contig_238	3658	8	N	N	1	*	*,238,*
contig_5797	3658	4	N	N	1	*	*,5797,*
contig_2331	3657	15	N	N	2	*	*,2331,*
contig_2904	3657	10	N	N	2	*	*,2904,*
contig_4573	3657	9	N	N	2	*	*,4573,*
contig_6463	3657	4	N	N	1	*	*,6463,*
contig_1345	3655	6	N	N	1	*	*,1345,*
contig_2699	3655	3	N	N	1	*	*,2699,*
contig_2922	3655	11	N	N	1	*	*,2922,*
contig_5442	3655	22	N	N	2	*	*,5442,*
contig_2947	3653	13	N	N	1	*	*,2947,*
contig_686	3653	9	N	N	1	*	*,686,*
contig_6842	3652	21	N	N	2	*	*,6842,*
contig_730	3652	3	N	N	1	*	*,730,*
contig_1218	3651	12	N	N	1	*	*,1218,*
contig_6441	3651	6	N	N	1	*	*,6441,*
contig_3354	3649	16	N	N	2	*	*,3354,*
contig_6510	3649	11	N	N	1	*	*,6510,*
contig_5092	3648	16	N	N	4	*	*,5092,*
contig_5184	3647	6	N	N	1	*	*,5184,*
contig_5992	3647	4	N	N	1	*	*,5992,*
contig_6378	3647	4	N	N	1	*	*,6378,*
contig_3209	3646	15	N	N	1	*	*,3209,*
contig_1473	3645	3	N	N	1	*	*,1473,*
contig_4261	3645	10	N	N	2	*	*,4261,*
contig_3264	3642	9	N	N	2	*	*,3264,*
contig_3932	3641	10	N	N	2	*	*,3932,*
contig_2481	3640	5	N	N	1	*	*,2481,*
contig_3469	3638	10	N	N	2	*	*,3469,*
contig_3564	3638	4	N	N	1	*	*,3564,*
contig_4061	3638	12	N	N	2	*	*,4061,*
contig_6442	3638	6	N	N	1	*	*,6442,*
contig_1980	3637	9	Y	Y	1	86	1980
contig_213	3636	6	N	N	1	*	*,213,*
contig_5326	3636	11	N	N	2	*	*,5326,*
contig_1913	3633	4	N	N	1	*	*,1913,*
contig_2668	3631	4	N	N	1	*	*,2668,*
contig_7764	3630	13	N	Y	1	*	7764
contig_4124	3629	29	N	N	2	*	*,4124,*
contig_7112	3629	10	N	N	1	*	*,7112,*
contig_8078	3625	10	N	N	2	*	*,8078,*
contig_5004	3624	11	N	N	2	*	*,5004,*
contig_694	3624	5	N	N	1	*	*,694,*
contig_8091	3624	8	Y	Y	1	*	8091
contig_2299	3623	3	N	N	1	*	*,2299,*
contig_6633	3623	6	N	N	1	*	*,6633,*
contig_7097	3622	19	N	N	3	*	*,7097,*
contig_7455	3620	40	N	N	1	*	*,-422,7455,422,*
contig_5113	3619	4	N	N	1	*	*,5113,*
contig_7289	3614	7	N	N	1	*	*,7289,*
contig_1445	3613	4	N	N	1	*	*,1445,*
contig_5347	3613	13	N	N	1	*	*,5347,*
contig_5435	3612	7	N	N	1	*	*,5435,*
contig_5766	3610	3	N	N	1	*	*,5766,*
contig_2401	3609	5	N	N	1	*	*,2401,*
contig_5787	3609	6	N	N	1	*	*,5787,*
contig_66	3607	17	N	N	4	*	*,66,*
contig_2516	3606	3	N	N	1	*	*,2516,*
contig_5612	3606	3	N	N	1	*	*,5612,*
contig_6473	3605	5	N	N	1	*	*,6473,*
contig_2683	3604	5	N	N	1	*	*,2683,*
contig_5772	3603	18	N	N	4	*	*,5772,*
contig_3111	3602	5	N	N	1	*	*,3111,*
contig_8037	3600	51	Y	Y	2	*	8037
contig_4501	3599	7	N	N	1	*	*,4501,*
contig_467	3599	4	N	N	1	*	*,467,*
contig_1362	3598	10	N	N	1	*	*,1362,*
contig_4517	3598	3	N	N	1	*	*,4517,*
contig_7406	3598	6	N	N	1	*	*,7406,*
contig_6606	3597	3	N	N	1	*	*,6606,*
contig_6874	3597	11	N	N	2	*	*,6874,*
contig_7374	3594	10	N	N	1	*	*,7374,*
contig_1003	3593	6	N	N	1	*	*,1003,*
contig_8154	3592	61	Y	Y	2	*	8154
contig_6082	3590	14	N	N	3	*	*,6082,*
contig_78	3590	8	N	N	1	*	*,78,*
contig_3733	3589	4	N	N	1	*	*,3733,*
contig_6845	3589	10	N	N	2	*	*,6845,*
contig_7971	3587	15	Y	Y	1	*	7971
contig_1079	3585	11	N	N	1	*	*,1079,*
contig_1297	3580	14	N	N	3	*	*,1297,*
contig_2257	3580	9	N	N	2	*	*,2257,*
contig_5905	3579	6	N	N	1	*	*,5905,*
contig_8018	3579	9	Y	Y	1	*	8018
contig_4558	3578	11	N	N	2	*	*,4558,*
contig_2698	3577	8	N	N	2	*	*,2698,*
contig_6753	3576	7	N	N	1	*	*,6753,*
contig_7499	3575	9	N	N	1	*	*,7499,*
contig_2547	3572	7	N	N	1	*	*,2547,*
contig_6677	3572	14	N	N	2	*	*,6677,*
contig_4495	3571	8	N	N	2	*	*,4495,*
contig_1526	3570	11	N	N	2	*	*,1526,*
contig_7357	3570	4	N	N	1	*	*,7357,*
contig_869	3570	5	N	N	1	*	*,869,*
contig_6772	3568	3	N	N	1	*	*,6772,*
contig_7136	3568	8	Y	Y	1	*	7136
contig_4718	3567	5	N	N	1	*	*,4718,*
contig_6861	3566	12	N	N	2	*	*,6861,*
contig_1645	3565	12	N	N	1	*	*,1645,*
contig_488	3564	7	N	N	1	*	*,488,*
contig_6372	3564	5	N	N	1	*	*,6372,*
contig_7058	3563	10	N	N	2	*	*,7058,*
contig_2229	3562	8	N	N	2	*	*,2229,*
contig_2528	3559	10	N	N	2	*	*,2528,*
contig_5591	3559	9	N	N	2	*	*,5591,*
contig_4747	3558	11	N	N	2	*	*,4747,*
contig_8038	3557	10	N	N	2	*	*,8038,*
contig_5235	3555	20	N	N	5	*	*,5235,*
contig_1416	3554	18	N	N	4	*	*,1416,*
contig_2086	3554	7	N	N	1	*	*,2086,*
contig_223	3553	6	N	N	1	*	*,223,*
contig_3640	3552	4	N	N	1	*	*,3640,*
contig_7608	3552	13	N	N	2	*	*,7608,*
contig_3333	3549	5	N	N	1	*	*,3333,*
contig_4561	3549	7	N	N	1	*	*,4561,*
contig_7172	3548	14	N	N	2	*	*,7172,*
contig_3674	3547	12	N	N	2	*	*,3674,*
contig_858	3547	5	N	N	1	*	*,858,*
contig_3692	3546	5	N	N	1	*	*,3692,*
contig_7292	3545	5	N	N	1	*	*,7292,*
contig_1822	3543	6	N	N	1	*	*,1822,*
contig_2438	3542	14	N	N	2	*	*,2438,*
contig_6419	3540	13	N	N	2	*	*,6419,*
contig_7511	3540	11	N	N	1	*	*,7511,*
contig_5361	3539	10	N	N	1	*	*,5361,*
contig_6184	3539	7	N	N	1	*	*,6184,*
contig_182	3538	7	N	N	1	*	*,182,*
contig_5202	3537	6	N	N	1	*	*,5202,*
contig_5871	3536	13	N	N	1	*	*,5871,*
contig_4020	3535	3	N	N	1	*	*,4020,*
contig_4275	3532	3	N	N	1	*	*,4275,*
contig_4564	3532	3	N	N	1	*	*,4564,*
contig_6821	3531	3	N	N	1	*	*,6821,*
contig_1343	3530	9	N	N	1	*	*,1343,*
contig_1361	3530	11	N	N	1	*	*,1361,*
contig_3875	3530	24	N	N	4	*	*,3875,*
contig_2208	3528	7	N	N	1	*	*,2208,*
contig_5879	3528	3	N	N	1	*	*,5879,*
contig_7170	3528	3	N	N	1	*	*,7170,*
contig_6812	3527	13	N	N	3	*	*,6812,*
contig_795	3527	7	N	N	1	*	*,795,*
contig_3175	3526	8	N	N	1	*	*,3175,*
contig_3515	3526	4	N	N	1	*	*,3515,*
contig_1458	3524	19	N	N	3	*	*,1458,*
contig_5705	3524	3	N	N	1	*	*,5705,*
contig_2812	3523	7	N	N	1	*	*,2812,*
contig_1844	3522	10	N	N	2	*	*,1844,*
contig_2767	3522	4	N	N	1	*	*,2767,*
contig_2550	3521	4	N	N	1	*	*,2550,*
contig_6226	3518	15	N	N	1	*	*,6226,*
contig_3453	3517	4	N	N	1	*	*,3453,*
contig_6506	3517	13	N	N	2	*	*,6506,*
contig_2657	3516	13	N	N	2	*	*,2657,*
contig_6535	3513	3	N	N	1	*	*,6535,*
contig_762	3512	4	N	N	1	*	*,762,*
contig_5984	3511	3	N	N	1	*	*,5984,*
contig_8160	3510	13	N	N	1	*	*,8160,*
contig_2295	3507	5	N	N	1	*	*,2295,*
contig_7509	3507	3	N	N	1	*	*,7509,*
contig_2951	3505	3	N	N	1	*	*,2951,*
contig_2352	3504	3	N	N	1	*	*,2352,*
contig_5362	3502	11	N	N	2	*	*,5362,*
contig_7868	3502	14	N	N	1	*	*,7868,*
contig_4080	3501	4	N	N	1	*	*,4080,*
contig_5547	3501	12	N	N	2	*	*,5547,*
contig_164	3499	20	N	N	3	*	*,164,*
contig_1623	3498	4	N	N	1	*	*,1623,*
contig_2354	3497	3	N	N	1	*	*,2354,*
contig_6461	3497	7	N	N	1	*	*,6461,*
contig_4331	3496	4	N	N	1	*	*,4331,*
contig_3517	3495	8	N	N	2	*	*,3517,*
contig_865	3493	27	N	N	1	*	*,865,*
contig_2989	3492	45	N	N	11	*	*,2989,*
contig_998	3492	3	N	N	1	*	*,998,*
contig_4788	3491	3	N	N	1	*	*,4788,*
contig_7724	3491	15	N	N	1	*	*,7724,*
contig_6985	3489	16	N	N	2	*	*,6985,*
contig_6661	3488	5	N	N	1	*	*,6661,*
contig_6096	3487	4	N	N	1	*	*,6096,*
contig_6973	3486	14	N	N	2	*	*,6973,*
contig_4308	3485	8	N	N	1	*	*,4308,*
contig_6962	3483	9	N	N	2	*	*,6962,*
contig_7208	3483	69	Y	Y	3	*	7208
contig_4654	3482	13	N	N	1	*	*,4654,*
contig_7516	3481	10	N	N	2	*	*,7516,*
contig_5492	3479	5	N	N	1	*	*,5492,*
contig_6781	3479	7	N	N	1	*	*,6781,*
contig_4731	3478	4	N	N	1	*	*,4731,*
contig_7714	3478	25	N	N	6	*	*,7714,*
contig_1198	3476	7	N	N	1	*	*,1198,*
contig_6142	3476	5	N	N	1	*	*,6142,*
contig_3590	3473	4	N	N	1	*	*,3590,*
contig_1953	3472	10	N	N	2	*	*,1953,*
contig_2278	3471	63	N	Y	2	*	2278
contig_3562	3468	5	N	N	1	*	*,3562,*
contig_6209	3468	11	N	N	2	*	*,6209,*
contig_2884	3467	6	N	N	1	*	*,2884,*
contig_8162	3467	17	Y	Y	1	*	8162
contig_3774	3466	5	N	N	1	*	*,3774,*
contig_6112	3466	3	N	N	1	*	*,6112,*
contig_1706	3465	4	N	N	1	*	*,1706,*
contig_4006	3465	10	N	N	2	*	*,4006,*
contig_6761	3465	4	N	N	1	*	*,6761,*
contig_1900	3464	3	N	N	1	*	*,1900,*
contig_1711	3461	3	N	N	1	*	*,1711,*
contig_1834	3461	3	N	N	1	*	*,1834,*
contig_7540	3460	5	N	N	1	*	*,7540,*
contig_7209	3457	20	N	N	5	*	*,7209,*
contig_561	3454	81	N	N	2	*	*,561,*
contig_3021	3453	3	N	N	1	*	*,3021,*
contig_6868	3453	4	N	N	1	*	*,6868,*
contig_7928	3452	22	N	N	1	*	*,7928,*
contig_5847	3448	3	N	N	1	*	*,5847,*
contig_5835	3447	14	N	N	1	*	*,5835,*
contig_3162	3446	5	N	N	1	*	*,3162,*
contig_6353	3446	5	N	N	1	*	*,6353,*
contig_4763	3445	9	N	N	1	*	*,4763,*
contig_6558	3443	20	N	N	5	*	*,6558,*
contig_7883	3442	34	Y	Y	6	*	7883
contig_3771	3441	5	N	N	1	*	*,3771,*
contig_2461	3440	5	N	N	1	*	*,2461,*
contig_1443	3439	6	N	N	1	*	*,1443,*
contig_3796	3439	5	N	N	1	*	*,3795,3794,3796,3799,*
contig_5499	3439	4	N	N	1	*	*,5499,*
contig_7184	3438	5	N	N	1	*	*,7184,*
contig_4047	3437	3	N	N	1	*	*,4047,*
contig_2080	3435	7	N	N	1	*	*,2080,*
contig_6389	3435	13	N	N	3	*	*,6389,*
contig_3426	3431	10	N	N	1	*	*,3426,*
contig_3528	3430	11	N	N	2	*	*,3528,*
contig_5824	3429	9	N	N	1	*	*,5824,*
contig_5744	3428	4	N	N	1	*	*,5744,*
contig_3108	3426	6	N	N	1	*	*,3108,*
contig_7283	3426	9	N	N	2	*	*,7283,*
contig_3784	3425	6	N	N	1	*	*,3784,*
contig_6110	3425	7	N	N	1	*	*,6110,*
contig_7931	3425	45	Y	Y	2	*	7931
contig_264	3423	4	N	N	1	*	*,264,*
contig_3182	3421	64	N	N	2	*	*,3182,*
contig_2074	3417	5	N	N	1	*	*,2074,*
contig_2431	3415	10	N	N	1	*	*,2431,*
contig_4301	3414	9	N	N	2	*	*,4301,*
contig_669	3410	10	N	N	2	*	*,669,*
contig_4828	3408	10	N	N	2	*	*,4828,*
contig_634	3408	5	N	N	1	*	*,634,*
contig_1354	3406	7	N	N	1	*	*,1354,*
contig_7270	3406	9	N	N	1	*	*,7270,*
contig_4346	3404	8	N	N	2	*	*,4346,*
contig_6524	3404	4	N	N	1	*	*,6524,*
contig_1281	3402	12	N	N	3	*	*,1281,*
contig_3926	3402	4	N	N	1	*	*,3926,*
contig_4807	3402	13	N	N	3	*	*,4807,*
contig_7523	3402	5	N	N	1	*	*,7523,*
contig_5377	3401	4	N	N	1	*	*,5377,*
contig_6732	3401	18	Y	Y	1	*	6732
contig_1750	3398	17	N	N	2	*	*,1750,*
contig_3921	3398	4	N	N	1	*	*,3921,*
contig_7550	3398	11	N	N	2	*	*,7550,*
contig_3821	3397	5	N	N	1	*	*,3821,*
contig_4241	3397	4	N	N	1	*	*,4241,*
contig_707	3397	7	N	N	1	*	*,707,*
contig_2575	3396	13	N	N	3	*	*,2575,*
contig_967	3395	12	N	N	2	*	*,967,*
contig_3843	3394	9	N	N	2	*	*,3843,*
contig_5506	3394	4	N	N	1	*	*,5506,*
contig_1487	3392	3	N	N	1	*	*,1487,*
contig_6331	3392	4	N	N	1	*	*,6331,*
contig_7400	3390	5	N	N	1	*	*,7400,*
contig_7121	3389	12	N	N	1	*	*,7121,*
contig_6707	3388	10	N	N	2	*	*,6707,*
contig_69	3388	6	N	N	1	*	*,69,*
contig_6553	3387	13	N	N	3	*	*,6553,*
contig_1428	3386	9	N	N	1	*	*,1428,*
contig_4905	3386	4	N	N	1	*	*,4905,*
contig_5493	3385	8	N	N	1	*	*,5493,*
contig_7914	3385	18	N	N	2	*	*,7914,*
contig_3778	3383	8	N	N	1	*	*,3778,*
contig_127	3382	5	N	N	1	*	*,127,*
contig_6011	3382	12	N	N	1	*	*,6011,*
contig_6607	3382	5	N	N	1	*	*,6607,*
contig_4852	3381	4	N	N	1	*	*,4852,*
contig_4444	3380	7	N	Y	1	160	*,4444,*
contig_6456	3380	6	N	N	1	*	*,6456,*
contig_6711	3380	9	N	N	1	*	*,6711,*
contig_1515	3377	3	N	N	1	*	*,1515,*
contig_6573	3377	5	N	N	1	*	*,6573,*
contig_1376	3376	11	N	N	1	*	*,1376,*
contig_5098	3376	4	N	N	1	*	*,5098,*
contig_1124	3374	3	N	N	1	*	*,1124,*
contig_2010	3374	6	N	N	1	*	*,2010,*
contig_1486	3373	9	N	N	2	*	*,1486,*
contig_1568	3373	8	N	N	1	*	*,1568,*
contig_548	3373	3	N	N	1	*	*,548,*
contig_1815	3372	19	N	N	2	*	*,1815,*
contig_2345	3372	14	N	N	3	*	*,2345,*
contig_4515	3372	10	N	N	2	*	*,4515,*
contig_3553	3370	20	N	N	4	*	*,3553,*
contig_6253	3370	3	N	N	1	*	*,6253,*
contig_3928	3368	6	N	N	1	*	*,3928,*
contig_5373	3368	11	N	N	2	*	*,5373,*
contig_1467	3367	4	N	N	1	*	*,1467,*
contig_244	3367	20	N	N	5	*	*,244,*
contig_2658	3367	4	N	N	1	*	*,2658,*
contig_5351	3366	5	N	N	1	*	*,5351,*
contig_4185	3363	12	N	N	2	*	*,4185,*
contig_355	3362	5	N	N	1	*	*,355,*
contig_360	3361	14	N	N	2	*	*,360,*
contig_3722	3361	6	N	N	1	*	*,3722,*
contig_8008	3358	23	Y	Y	1	*	8008
contig_6250	3357	12	N	N	1	*	*,6250,*
contig_2283	3356	20	N	N	5	*	*,2283,*
contig_4660	3356	26	N	N	5	*	*,4660,*
contig_332	3355	3	N	N	1	*	*,332,*
contig_2500	3354	4	N	N	1	*	*,2500,*
contig_4792	3354	10	N	N	2	*	*,4792,*
contig_6939	3353	10	N	N	2	*	*,6939,*
contig_1501	3352	6	N	N	1	*	*,1501,*
contig_365	3352	7	N	N	1	*	*,365,*
contig_4951	3352	10	N	N	1	*	*,4951,*
contig_7597	3352	5	N	N	1	*	*,7597,*
contig_3845	3351	9	N	N	2	*	*,3845,*
contig_7131	3351	3	N	N	1	*	*,7131,*
contig_3810	3350	10	N	N	2	*	*,3810,*
contig_4638	3348	4	N	N	1	*	*,4638,*
contig_5022	3348	4	N	N	1	*	*,5022,*
contig_4371	3347	3	N	N	1	*	*,4371,*
contig_4937	3347	5	N	N	1	*	*,4937,*
contig_3036	3344	9	N	N	1	*	*,3036,*
contig_4856	3343	4	N	N	1	*	*,4856,*
contig_2652	3342	3	N	N	1	*	*,2652,*
contig_2999	3342	5	N	N	1	*	*,2999,*
contig_3671	3342	3	N	N	1	*	*,3671,*
contig_2577	3340	5	N	N	1	*	*,2577,*
contig_1710	3338	3	N	N	1	*	*,1710,*
contig_3781	3338	8	N	N	1	*	*,3781,*
contig_6872	3338	5	N	N	1	*	*,6872,*
contig_3215	3337	7	N	N	1	*	*,3215,*
contig_7990	3336	14	N	N	2	*	*,7990,*
contig_899	3336	6	N	N	1	*	*,899,*
contig_6275	3335	6	N	N	1	*	*,6275,*
contig_4652	3333	5	N	N	1	*	*,4652,*
contig_698	3333	3	N	N	1	*	*,698,*
contig_7321	3332	4	N	N	1	*	*,7321,*
contig_3735	3331	5	N	N	1	*	*,3735,*
contig_7248	3327	9	N	N	2	*	*,7248,*
contig_4804	3326	3	N	N	1	*	*,4804,*
contig_6212	3326	5	N	N	1	*	*,6212,*
contig_1051	3323	8	N	N	1	*	*,1051,*
contig_2909	3322	4	N	N	1	*	*,2909,*
contig_3035	3322	5	N	N	1	*	*,3035,*
contig_3509	3321	5	N	N	1	*	*,3509,*
contig_466	3321	14	N	N	2	*	*,466,*
contig_5182	3320	10	N	N	1	*	*,5182,*
contig_1665	3318	7	N	N	1	*	*,1665,*
contig_3072	3317	4	Y	Y	1	*	3072
contig_484	3317	10	N	N	2	*	*,484,*
contig_4332	3314	18	N	N	3	*	*,4332,*
contig_7002	3314	5	N	N	1	*	*,7002,*
contig_3831	3313	20	N	N	5	*	*,3831,*
contig_4602	3312	8	N	N	2	*	*,4602,*
contig_4290	3310	4	N	N	1	*	*,4290,*
contig_3649	3308	7	N	N	1	*	*,3649,*
contig_6906	3308	8	N	N	1	*	*,6906,*
contig_5203	3307	14	N	N	2	*	*,5203,*
contig_5695	3307	7	N	N	1	*	*,5695,*
contig_3103	3306	7	N	N	1	*	*,3103,*
contig_330	3305	5	N	N	1	*	*,330,*
contig_4522	3305	4	N	N	1	*	*,4522,*
contig_5755	3305	7	N	N	1	*	*,5755,*
contig_7052	3305	3	N	N	1	*	*,7052,*
contig_874	3302	10	N	N	2	*	*,874,*
contig_902	3302	8	N	N	1	*	*,902,*
contig_1387	3301	5	N	N	1	*	*,1387,*
contig_3621	3300	5	N	N	1	*	*,3621,*
contig_7572	3299	7	N	N	1	*	*,7572,*
contig_6970	3297	10	N	N	2	*	*,6970,*
contig_1257	3295	13	N	N	1	*	*,1257,*
contig_3543	3295	13	N	N	2	*	*,3543,*
contig_5427	3295	3	N	N	1	*	*,5427,*
contig_2406	3292	3	N	N	1	*	*,2406,*
contig_371	3292	6	N	N	1	*	*,371,*
contig_4123	3292	7	N	N	1	*	*,4123,*
contig_440	3292	4	N	N	1	*	*,440,*
contig_5673	3292	3	N	N	1	*	*,5673,*
contig_4740	3290	6	N	N	1	*	*,4740,*
contig_5833	3290	8	N	N	2	*	*,5833,*
contig_5338	3289	14	N	N	1	*	*,5338,*
contig_3492	3288	7	N	N	1	*	*,3492,*
contig_1612	3286	3	N	N	1	*	*,1612,*
contig_1857	3286	10	N	N	1	*	*,1857,*
contig_3442	3286	3	N	N	1	*	*,3442,*
contig_8006	3284	10	N	N	1	*	*,8006,*
contig_1921	3282	4	N	N	1	*	*,1921,*
contig_2154	3282	4	N	N	1	*	*,2154,*
contig_5440	3282	6	N	N	1	*	*,5440,*
contig_5760	3281	9	N	N	1	*	*,5760,*
contig_5868	3280	4	N	N	1	*	*,5868,*
contig_3023	3278	15	N	N	1	*	*,3023,*
contig_3847	3277	10	N	N	2	*	*,3847,*
contig_4712	3277	3	N	N	1	*	*,4712,*
contig_3219	3276	5	N	N	1	*	*,3219,*
contig_3969	3274	3	N	N	1	*	*,3969,*
contig_4993	3274	14	N	N	2	*	*,4993,*
contig_3229	3272	4	N	N	1	*	*,3229,*
contig_4186	3272	7	N	N	1	*	*,4186,*
contig_2591	3271	7	N	N	1	*	*,2591,*
contig_2706	3271	5	N	N	1	*	*,2706,*
contig_106	3270	27	N	N	3	*	*,106,*
contig_896	3270	12	N	N	3	*	*,896,*
contig_3484	3269	6	N	N	1	*	*,3484,*
contig_5730	3269	5	N	N	1	*	*,5730,*
contig_3102	3268	5	N	N	1	*	*,3102,*
contig_6646	3268	14	N	N	2	*	*,6646,*
contig_3187	3267	7	N	N	1	*	*,3187,*
contig_1984	3264	5	N	N	1	*	*,1984,*
contig_2033	3264	11	N	N	2	*	*,2033,*
contig_2458	3263	6	N	N	1	*	*,2458,*
contig_4796	3263	13	N	N	1	*	*,4796,*
contig_1738	3261	17	N	N	4	*	*,1738,*
contig_7594	3261	6	N	N	1	*	*,7594,*
contig_2897	3260	10	N	N	2	*	*,2897,*
contig_2072	3258	11	N	N	2	*	*,2072,*
contig_7892	3258	5	N	N	1	*	*,7892,*
contig_1460	3257	5	N	N	1	*	*,1460,*
contig_5149	3257	3	N	N	1	*	*,5149,*
contig_6467	3257	9	N	N	1	*	*,6467,*
contig_3358	3252	11	N	N	1	*	*,3358,*
contig_3896	3252	5	N	N	1	*	*,3896,*
contig_4009	3250	3	N	N	1	*	*,4009,*
contig_5091	3250	7	N	N	1	*	*,5091,*
contig_1624	3249	12	N	N	3	*	*,1624,*
contig_4324	3249	4	N	N	1	*	*,4324,*
contig_6434	3249	21	N	N	5	*	*,6434,*
contig_1544	3248	4	N	N	1	*	*,1544,*
contig_4145	3248	4	N	N	1	*	*,4145,*
contig_4300	3248	9	N	N	2	*	*,4300,*
contig_2574	3247	20	N	N	5	*	*,2574,*
contig_391	3246	3	N	N	1	*	*,391,*
contig_5776	3245	5	N	N	1	*	*,5776,*
contig_7041	3245	5	N	N	1	*	*,7041,*
contig_2981	3243	6	N	N	1	*	*,2981,*
contig_3033	3241	3	N	N	1	*	*,3033,*
contig_3332	3241	3	N	N	1	*	*,3332,*
contig_83	3241	4	N	N	1	*	*,83,*
contig_1073	3240	10	N	N	2	*	*,1073,*
contig_1721	3240	3	N	N	1	*	*,1721,*
contig_441	3240	6	N	N	1	*	*,441,*
